index	prediction
865	1.3095826
866	1.5309644
867	1.3509704
868	0.89856225
869	2.835029
870	2.797125
871	1.949422
872	2.793469
873	2.9671638
874	0.8049092
875	3.4955966
876	2.3967464
877	4.3921213
878	4.6668477
879	1.9111028
880	3.1515431
881	2.9796846
882	3.1149428
883	4.08519
884	1.6347724
885	3.65924
886	3.3806968
887	3.8970625
888	3.0378437
889	3.0204906
890	4.4263
891	3.664145
892	1.3052654
893	3.9821718
894	3.622393
895	3.8121815
896	3.330603
897	2.9526222
898	2.155875
899	3.2283654
900	3.717115
901	3.906547
902	3.023393
903	4.135969
904	4.190025
905	3.4459045
906	2.4602394
907	3.70273
908	3.7457504
909	3.1124253
910	3.171352
911	2.8716848
912	2.541823
913	3.04273
914	3.6931012
915	4.7264304
916	3.5132616
917	3.4692662
918	4.1868477
919	3.5753222
920	3.3896873
921	3.2486694
922	3.752712
923	3.456404
924	4.107771
925	3.082528
926	3.7380538
927	2.451671
928	3.8182178
929	3.1384442
930	3.3378234
931	3.7293823
932	4.1919665
933	3.004845
934	1.8893002
935	2.5708601
936	2.9214146
937	3.2876527
938	3.3560143
939	2.7143614
940	3.9960394
941	3.6619275
942	3.1086707
943	3.1726155
944	3.4348578
945	3.8755174
946	3.951562
947	3.509634
948	3.0920568
949	3.1655295
950	3.717994
951	3.5080533
952	3.842607
953	2.9556768
954	3.0872247
955	1.6194317
956	3.0376987
957	1.3039455
958	3.6664503
959	3.3104408
960	3.5589335
961	3.4604595
962	4.0324645
963	2.2868395
964	3.3346024
965	3.7130985
966	3.619764
967	3.823032
968	3.438558
969	2.896777
970	3.1337752
971	3.0850132
972	3.4300718
973	3.3350132
974	3.7219317
975	2.6762457
976	3.1345198
977	4.464675
978	4.0693254
979	3.7247958
980	2.8043664
981	4.2011
982	2.7565205
983	2.3429384
984	3.1834712
985	3.5207992
986	3.9316487
987	3.0364676
988	2.9800832
989	2.3664677
990	4.0516706
991	2.6433358
992	2.9643753
993	3.4040368
994	2.3045206
995	2.9155798
996	2.0190403
997	3.476958
998	3.8416374
999	2.7071075
1000	3.1289237
1001	3.3408008
1002	3.2665036
1003	3.5133274
1004	2.4511871
1005	2.493182
1006	3.5889215
1007	2.9735
1008	2.5218966
1009	3.4864416
1010	3.364853
1011	3.3769102
1012	4.2093887
1013	2.6445725
1014	3.5942163
1015	3.216709
1016	4.0065145
1017	3.429191
1018	4.818064
1019	3.6073408
1020	3.1318083
1021	3.5037
1022	3.7388902
1023	2.7479558
1024	3.7316291
1025	3.4108586
1026	3.212587
1027	1.8208818
1028	3.765697
1029	1.748021
1030	3.4090953
1031	5.0365133
1032	3.4717271
1033	3.0244641
1034	4.3581843
1035	2.8357108
1036	3.5481472
1037	3.612909
1038	4.2246757
1039	4.743138
1040	3.515524
1041	3.4414642
1042	3.6701002
1043	2.775845
1044	3.6592727
1045	2.3643558
1046	2.9335172
1047	3.2325947
1048	4.0452414
1049	4.475097
1050	3.4384413
1051	4.1600776
1052	3.3960502
1053	3.2967927
1054	3.1303654
1055	3.6405897
1056	3.8725603
1057	3.7221212
1058	3.4235861
1059	3.678689
1060	3.2899482
1061	2.908834
1062	2.649428
1063	3.1179454
1064	3.327819
1065	2.2329044
1066	3.6112137
1067	3.1193492
1068	3.1284387
1069	3.408558
1070	5.082669
1071	2.7031367
1072	2.9659512
1073	1.6244491
1074	2.8786497
1075	2.5286677
1076	3.5374637
1077	3.9303057
1078	3.5300894
1079	2.3237326
1080	3.592141
1081	3.4892693
1082	3.2776115
1083	0.85707575
1084	3.2939959
1085	3.6052172
1086	2.9105914
1087	2.5057793
1088	1.5026006
1089	3.6752923
1090	3.6108067
1091	4.1518073
1092	3.7457047
1093	3.931716
1094	3.0865602
1095	3.5173166
1096	2.9654365
1097	2.6647294
1098	3.114203
1099	2.3988929
1100	2.188908
1101	3.2737453
1102	3.0363245
1103	3.7310205
1104	3.7264397
1105	2.9628694
1106	3.2064376
1107	2.3443553
1108	3.8206902
1109	2.6288257
1110	1.0551075
1111	4.376399
1112	3.6508374
1113	4.0604377
1114	2.919028
1115	3.5323126
1116	3.507597
1117	4.2639136
1118	4.24582
1119	2.6941073
1120	3.2491744
1121	0.7128061
1122	3.8473842
1123	3.4121532
1124	2.648486
1125	3.871067
1126	3.2546551
1127	4.2574778
1128	3.8025
1129	2.3101134
1130	1.2180352
1131	4.353624
1132	4.3423843
1133	0.23311508
1134	2.5774643
1135	3.3604522
1136	1.9933152
1137	2.8702893
1138	0.7810727
1139	4.667231
1140	2.141331
1141	1.4997358
1142	1.8329641
1143	4.245087
1144	3.1879115
1145	1.9827226
1146	1.4302516
1147	4.2511005
1148	2.861624
1149	4.234446
1150	0.14793016
1151	-0.0759374
1152	4.991815
1153	4.549963
1154	4.1891108
1155	3.981447
1156	3.8894603
1157	0.43477318
1158	4.3991385
1159	1.6856407
1160	3.3857636
1161	2.9351027
1162	1.1482567
1163	4.4873767
1164	4.0661716
1165	0.5797724
1166	3.0124032
1167	1.9861292
1168	3.6182406
1169	0.45609313
1170	2.4166608
1171	5.040393
1172	1.787939
1173	3.6673472
1174	0.5707184
1175	-0.07157803
1176	4.9566894
1177	1.9553465
1178	3.6970954
1179	0.95529747
1180	0.9572489
1181	3.0816205
1182	3.6186194
1183	2.0117712
1184	1.1177413
1185	3.6754901
1186	4.727588
1187	3.3010767
1188	3.0668619
1189	3.9643707
1190	2.636291
1191	3.8744872
1192	1.4016777
1193	1.023497
1194	1.3614898
1195	3.8442354
1196	4.409132
1197	4.077942
1198	3.5709708
1199	3.4888413
1200	2.221785
1201	2.6451225
1202	4.171903
1203	4.352553
1204	3.9618497
1205	3.014463
1206	5.030615
1207	2.7958295
1208	2.4316936
1209	1.9660649
1210	2.605516
1211	3.2043254
1212	4.1264467
1213	3.9071362
1214	4.527793
1215	4.397718
1216	1.7529382
1217	2.5803473
1218	1.4449148
1219	1.5030843
1220	1.636693
1221	2.2115638
1222	3.949335
1223	2.894158
1224	2.5627468
1225	3.1012273
1226	3.2850943
1227	4.5081143
1228	4.9038205
1229	2.2830544
1230	2.48066
1231	2.0326743
1232	3.1433659
1233	3.8493428
1234	3.9373407
1235	1.5456748
1236	2.599095
1237	1.7416363
1238	1.8586023
1239	1.4281712
1240	1.2499094
1241	2.8461223
1242	2.7579117
1243	3.0761924
1244	-0.0779409
1245	5.036128
1246	3.9784126
1247	1.0111332
1248	0.035057113
1249	4.254219
1250	3.680227
1251	3.6470168
1252	3.9715037
1253	2.8185415
1254	0.26595092
1255	4.395881
1256	1.6370718
1257	4.2331142
1258	3.013599
1259	4.2735415
1260	2.6834056
1261	0.20791295
1262	3.53006
1263	1.9458705
1264	3.8105145
1265	3.5488472
1266	4.031831
1267	2.7979326
1268	1.4217349
1269	1.2307528
1270	2.6671674
1271	3.5178912
1272	1.2847556
1273	1.3745383
1274	3.2455833
1275	2.6233423
1276	0.873258
1277	3.8049903
1278	0.8180193
1279	4.4436135
1280	0.010753078
1281	0.20095351
1282	3.271113
1283	3.9666767
1284	0.68192416
1285	3.364241
1286	3.9399004
1287	1.6328233
1288	-0.039411172
1289	1.6400032
1290	3.9776444
1291	0.73859155
1292	3.5915494
1293	3.3037536
1294	1.6987385
1295	0.6276133
1296	3.8712955
1297	0.6236066
1298	0.53336066
1299	4.127603
1300	2.3378572
1301	2.7432387
1302	2.7130365
1303	2.5007725
1304	2.4120264
1305	1.1166822
1306	1.8731654
1307	0.9515406
1308	1.2256129
1309	2.6292782
1310	3.0783424
1311	4.6299453
1312	0.9285776
1313	2.624615
1314	2.9898846
1315	4.5537233
1316	4.454762
1317	4.1967635
1318	2.5387604
1319	-0.003703449
1320	4.9399157
1321	1.8506517
1322	3.907732
1323	2.4370942
1324	4.618804
1325	4.2192707
1326	4.7464485
1327	3.1072266
1328	0.12229521
1329	3.890098
1330	3.9935086
1331	2.0715191
1332	1.575865
1333	3.0121493
1334	2.5751364
1335	4.1540656
1336	4.104397
1337	3.8061087
1338	1.1755495
1339	2.7768228
1340	3.2049587
1341	4.7511225
1342	2.6287313
1343	0.6776718
1344	0.917197
1345	1.996881
1346	4.1677623
1347	4.042403
1348	4.9767776
1349	2.194757
1350	4.293864
1351	4.890564
1352	4.2990437
1353	4.081937
1354	4.6305428
1355	2.1497936
1356	3.2765496
1357	4.742748
1358	3.0299318
1359	2.9316924
1360	1.0724232
1361	3.5402892
1362	0.7127366
1363	2.7265222
1364	4.821255
1365	2.2631776
1366	1.6581957
1367	2.1592357
1368	0.7525418
1369	1.4805707
1370	1.707048
1371	0.84620494
1372	1.370377
1373	1.698182
1374	1.2168236
1375	1.7498593
1376	1.2262658
1377	0.06710587
1378	1.5522707
